Text,Cleaned_Text,Sentiment_Main,Platform,Country,User,Cleaned_Hashtags,Likes,Retweets,Engagement_Score,Timestamp,Year,Month,Day,Hour
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ",immersed in the soulful melodies of adele tears flow freely moved by the emotion of hello,Neutral,Facebook, UK , AdeleMelodyTearjerker ,"['emotion', 'adelemelodies']",60.0,30.0,120.0,2019-11-28 19:45:00,2019,11,28,19
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ",drenched in confetti at a katy perry concert a kaleidoscope of colors igniting the night sky,Positive,Instagram, USA , KatyPerryColorExplosion ,"['colorful', 'katyperry']",45.0,22.0,89.0,2020-06-22 22:00:00,2020,6,22,22
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ",in the audience of a jayz performance the lyrics of empire state of mind become an anthem of pride,Neutral,Twitter, USA , JayZEmpireListener ,"['pride', 'jayzanthem']",35.0,18.0,71.0,2017-09-10 20:15:00,2017,9,10,20
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ",dancing to shakiras rhythmic beats hips swaying to the hypnotic charm of hips dont lie,Positive,Facebook, Colombia , ShakiraHipsDancer ,"['hypnotic', 'shakirarhythms']",55.0,28.0,111.0,2022-02-28 21:15:00,2022,2,28,21
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ",at a u concert the anthemic chords of with or without you create a timeless moment of connection,Positive,Instagram, Ireland , U2ConnectionSeeker ,"['connection', 'u2anthem']",50.0,25.0,100.0,2016-05-15 19:30:00,2016,5,15,19
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ",rocking out at a guns n roses show the iconic riffs of sweet child o mine echoing in the night,Positive,Twitter, USA , GunsNRosesRiffRockstar ,"['iconic', 'gnrconcert']",45.0,22.0,89.0,2018-12-10 22:30:00,2018,12,10,22
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ",in the crowd of an ariana grande concert the high notes of into you create a euphoric symphony,Neutral,Facebook, USA , ArianaEuphoriaChaser ,"['euphoria', 'arianagrande']",70.0,35.0,140.0,2023-01-22 20:00:00,2023,1,22,20
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ",swaying to the reggae vibes of bob marleys tribute concert each chord a journey to jamaicas soul,Neutral,Instagram, Jamaica , MarleyReggaeTraveler ,"['journey', 'bobmarleytribute']",60.0,30.0,120.0,2020-03-05 18:45:00,2020,3,5,18
"Captivated by the spellbinding plot twists, the audience applauds, experiencing a rollercoaster of emotions at the movie premiere. ",captivated by the spellbinding plot twists the audience applauds experiencing a rollercoaster of emotions at the movie premiere,Neutral,Twitter, USA , MovieEnthusiastPremiereAttendee ,"['excitement', 'moviepremierethrills']",80.0,40.0,160.0,2018-10-12 20:00:00,2018,10,12,20
"As the credits roll, a profound sense of nostalgia washes over, reminiscent of cherished moments in classic films. ",as the credits roll a profound sense of nostalgia washes over reminiscent of cherished moments in classic films,Positive,Instagram, UK , FilmLoverNostalgiaSeeker ,"['nostalgia', 'classicfilmmoments']",70.0,35.0,140.0,2019-06-25 22:15:00,2019,6,25,22
"Streaming the latest web series, the viewer is engrossed in the characters' journey, feeling a sense of connection and empathy. ",streaming the latest web series the viewer is engrossed in the characters journey feeling a sense of connection and empathy,Positive,Facebook, Canada , WebSeriesViewerCharacterConnection ,"['engagement', 'webseriesjourney']",60.0,30.0,120.0,2020-07-08 19:30:00,2020,7,8,19
"At the film festival, the indie filmmaker's creation receives a standing ovation, evoking pride and a sense of accomplishment. ",at the film festival the indie filmmakers creation receives a standing ovation evoking pride and a sense of accomplishment,Neutral,Twitter, Australia , IndieFilmmakerFestivalSuccess ,"['pride', 'indiefilmsuccess']",45.0,22.0,89.0,2017-09-18 21:45:00,2017,9,18,21
"Watching a heartwarming family drama, tears flow freely as the characters overcome challenges, leaving the viewer with a warm glow. ",watching a heartwarming family drama tears flow freely as the characters overcome challenges leaving the viewer with a warm glow,Positive,Instagram, India , DramaEnthusiastHeartwarmingMoments ,"['touched', 'familydramamoments']",55.0,28.0,111.0,2021-01-15 18:00:00,2021,1,15,18
"At the Oscars, the actor graciously accepts an award, radiating joy and gratitude for the recognition of their outstanding performance. ",at the oscars the actor graciously accepts an award radiating joy and gratitude for the recognition of their outstanding performance,Neutral,Facebook, USA , AwardWinningActorOscarsRecipient ,"['gratitude', 'oscarwinningmoment']",35.0,18.0,71.0,2016-02-28 20:30:00,2016,2,28,20
"Discovering a hidden gem in the world of documentaries, the viewer is enlightened and inspired, feeling a renewed sense of curiosity. ",discovering a hidden gem in the world of documentaries the viewer is enlightened and inspired feeling a renewed sense of curiosity,Positive,Twitter, France , DocumentaryEnthusiastHiddenGemFinder ,"['inspiration', 'hiddengemdiscovery']",45.0,22.0,89.0,2022-04-20 17:30:00,2022,4,20,17
"As the movie credits roll, the viewer experiences a mix of awe and contemplation, pondering the deeper meanings woven into the storyline. ",as the movie credits roll the viewer experiences a mix of awe and contemplation pondering the deeper meanings woven into the storyline,Neutral,Instagram, Germany , FilmBuffContemplativeViewer ,"['contemplation', 'deepmeanings']",55.0,28.0,111.0,2019-11-05 21:15:00,2019,11,5,21
"Binge-watching a thrilling crime series, the suspense keeps the viewer on the edge of their seat, creating a rush of adrenaline. ",bingewatching a thrilling crime series the suspense keeps the viewer on the edge of their seat creating a rush of adrenaline,Neutral,Facebook, Japan , CrimeSeriesEnthusiastThrillSeeker ,"['suspense', 'crimeseriesthrills']",70.0,35.0,140.0,2015-07-12 22:00:00,2015,7,12,22
"As the closing scene unfolds, a sense of satisfaction washes over, completing the cinematic journey with a profound and fulfilling ending. ",as the closing scene unfolds a sense of satisfaction washes over completing the cinematic journey with a profound and fulfilling ending,Neutral,Twitter, Brazil , FilmCriticSatisfactionSeeker ,"['satisfaction', 'fulfillingending']",45.0,22.0,89.0,2020-09-10 19:45:00,2020,9,10,19
"Celebrating a historic victory in the World Cup, the nation erupts in joy, united by the triumph of their football team. ",celebrating a historic victory in the world cup the nation erupts in joy united by the triumph of their football team,Neutral,Instagram, Brazil , FootballFanWorldCupCelebration ,"['joy', 'worldcuptriumph']",80.0,40.0,160.0,2018-07-15 21:30:00,2018,7,15,21
"At the Olympics, the athlete's perseverance shines through, earning a gold medal and inspiring a generation with their remarkable achievement. ",at the olympics the athletes perseverance shines through earning a gold medal and inspiring a generation with their remarkable achievement,Positive,Twitter, USA , OlympicsEnthusiastGoldMedalWinner ,"['inspiration', 'olympicachievement']",70.0,35.0,140.0,2020-08-08 19:45:00,2020,8,8,19
"In the cricket championship, a nail-biting finish leaves fans on the edge of their seats, experiencing a rollercoaster of emotions. ",in the cricket championship a nailbiting finish leaves fans on the edge of their seats experiencing a rollercoaster of emotions,Neutral,Facebook, India , CricketFanChampionshipThrills ,"['excitement', 'cricketchampionship']",60.0,30.0,120.0,2019-06-25 22:15:00,2019,6,25,22
"Witnessing a record-breaking marathon, spectators are filled with awe and admiration for the endurance and dedication of the runners. ",witnessing a recordbreaking marathon spectators are filled with awe and admiration for the endurance and dedication of the runners,Neutral,Instagram, Kenya , MarathonSpectatorRecordBreaking ,"['admiration', 'marathonrecords']",45.0,22.0,89.0,2021-11-07 17:30:00,2021,11,7,17
"In the tennis grand slam, a fierce rivalry unfolds, captivating fans with a display of skill and sportsmanship on the world stage. ",in the tennis grand slam a fierce rivalry unfolds captivating fans with a display of skill and sportsmanship on the world stage,Positive,Twitter, UK , TennisEnthusiastGrandSlamDrama ,"['captivation', 'tennisrivalry']",55.0,28.0,111.0,2017-09-10 20:15:00,2017,9,10,20
"Cheering for the underdog in the basketball finals, the crowd erupts in applause as the team defies odds to claim the championship title. ",cheering for the underdog in the basketball finals the crowd erupts in applause as the team defies odds to claim the championship title,Positive,Facebook, USA , BasketballFanUnderdogTriumph ,"['triumph', 'basketballfinals']",35.0,18.0,71.0,2022-06-20 21:00:00,2022,6,20,21
"At the golf tournament, the golfer's precision and focus lead to a stunning victory, leaving spectators in awe of their exceptional skill. ",at the golf tournament the golfers precision and focus lead to a stunning victory leaving spectators in awe of their exceptional skill,Positive,Instagram, Scotland , GolfEnthusiastPrecisionVictory ,"['awe', 'golfvictory']",45.0,22.0,89.0,2016-04-10 18:30:00,2016,4,10,18
"Experiencing the thrill of a high-speed Formula 1 race, fans are on the edge of their seats as drivers compete for the championship. ",experiencing the thrill of a highspeed formula race fans are on the edge of their seats as drivers compete for the championship,Neutral,Twitter, Germany , F1FanHighSpeedRaceExcitement ,"['thrill', 'formula1championship']",55.0,28.0,111.0,2019-11-24 19:45:00,2019,11,24,19
"In the cycling world championship, the climber conquers challenging terrains, symbolizing determination and achievement against all odds. ",in the cycling world championship the climber conquers challenging terrains symbolizing determination and achievement against all odds,Positive,Facebook, Italy , CyclingEnthusiastWorldChampion ,"['determination', 'cyclingchampion']",70.0,35.0,140.0,2015-09-28 22:30:00,2015,9,28,22
"Witnessing a heartwarming comeback in the hockey finals, fans share tears of joy as the team secures a historic victory after adversity. ",witnessing a heartwarming comeback in the hockey finals fans share tears of joy as the team secures a historic victory after adversity,Positive,Instagram, Canada , HockeyFanComebackVictory ,"['heartwarming', 'hockeyfinalscomeback']",45.0,22.0,89.0,2020-12-12 20:00:00,2020,12,12,20
"After a series of defeats, the soccer team faces disappointment, struggling to find the silver lining in a challenging season. ",after a series of defeats the soccer team faces disappointment struggling to find the silver lining in a challenging season,Neutral,Twitter, Brazil , SoccerFanTeamDefeats ,"['disappointment', 'soccerdefeats']",80.0,40.0,160.0,2019-11-02 18:45:00,2019,11,2,18
"In the tennis tournament, a highly anticipated player experiences a setback, leaving fans in shock and questioning the unforeseen turn of events. ",in the tennis tournament a highly anticipated player experiences a setback leaving fans in shock and questioning the unforeseen turn of events,Neutral,Instagram, USA , TennisEnthusiastUnexpectedSetback ,"['frustration', 'tennissetback']",70.0,35.0,140.0,2018-07-10 21:15:00,2018,7,10,21
"Facing a defeat in the championship, the boxer reflects on the challenges, vowing to return stronger and more determined in the next bout. ",facing a defeat in the championship the boxer reflects on the challenges vowing to return stronger and more determined in the next bout,Neutral,Facebook, UK , BoxingFanChampionshipDefeat ,"['reflection', 'boxingdefeat']",60.0,30.0,120.0,2020-09-18 19:30:00,2020,9,18,19
"In the midst of a cycling race, a tire blowout leads to frustration for the cyclist, who valiantly tries to overcome the unexpected obstacle. ",in the midst of a cycling race a tire blowout leads to frustration for the cyclist who valiantly tries to overcome the unexpected obstacle,Neutral,Twitter, France , CyclingEnthusiastTireBlowout ,"['obstacle', 'cyclingfrustration']",45.0,22.0,89.0,2017-05-15 22:00:00,2017,5,15,22
"The gymnast's unexpected fall during a routine sparks a wave of sympathy from the audience, highlighting the vulnerability of sports. ",the gymnasts unexpected fall during a routine sparks a wave of sympathy from the audience highlighting the vulnerability of sports,Neutral,Instagram, Japan , GymnasticsFanRoutineFall ,"['sympathy', 'gymnasticsfall']",55.0,28.0,111.0,2021-04-05 20:15:00,2021,4,5,20
"In the golf tournament, a missed crucial putt results in defeat, causing the golfer to reflect on the pressure of high-stakes competition. ",in the golf tournament a missed crucial putt results in defeat causing the golfer to reflect on the pressure of highstakes competition,Neutral,Facebook, USA , GolfEnthusiastMissedPutt ,"['pressure', 'golfdefeat']",35.0,18.0,71.0,2016-08-20 18:30:00,2016,8,20,18
"Experiencing a series of losses in the basketball season, the team grapples with frustration, determined to turn the tide with renewed effort. ",experiencing a series of losses in the basketball season the team grapples with frustration determined to turn the tide with renewed effort,Positive,Twitter, Canada , BasketballFanTeamLosses ,"['renewedeffort', 'basketballstruggles']",45.0,22.0,89.0,2019-02-12 19:45:00,2019,2,12,19
"Despite meticulous training, the swimmer faces disappointment as a split-second miscalculation costs them the lead in a crucial race. ",despite meticulous training the swimmer faces disappointment as a splitsecond miscalculation costs them the lead in a crucial race,Negative,Instagram, Australia , SwimmingEnthusiastRaceSetback ,"['miscalculation', 'swimmingdisappointment']",55.0,28.0,111.0,2015-06-28 20:00:00,2015,6,28,20
"The weightlifter's failed attempt at a personal record results in frustration, highlighting the challenging nature of pushing physical limits. ",the weightlifters failed attempt at a personal record results in frustration highlighting the challenging nature of pushing physical limits,Neutral,Facebook, Germany , WeightliftingFanFailedRecord ,"['challenge', 'weightliftingfailure']",70.0,35.0,140.0,2022-01-08 21:30:00,2022,1,8,21
"In the midst of a soccer match, an unexpected own goal creates a moment of despair for the player, as teammates console and encourage them. ",in the midst of a soccer match an unexpected own goal creates a moment of despair for the player as teammates console and encourage them,Neutral,Twitter, Spain , SoccerPlayerOwnGoalMoment ,"['despair', 'owngoal']",45.0,22.0,89.0,2018-12-15 20:15:00,2018,12,15,20
